Lemma,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s)
идти,go,V,A1,"Golosa, MiP, LM, МН, Кс",3,шёл,Masc.Sing.Past,Вчера весь день шел дождь.,It was raining the whole day yesterday.,_,"люди, свободное время, погода"
мать,mother,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",1,мать,Nom.Sing,Его мать — очень сильная женщина.,His mother is a very strong woman.,_,люди
мать,mother,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",2,матери,Gen.Sing,В России обычно не празднуют День матери.,People don’t usually celebrate Mother’s day in Russia.,_,люди
мать,mother,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",3,матерью,Ins.Sing,Он не разговаривает со своей матерью.,He doesn't talk to his mother.,_,люди
стол,table ,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,столом,Ins.Sing,"Люблю, когда вся семья собирается за столом.",I like it when the whole family gathers around the table.,_,"еда, учеба/работа, жилье"
стол,table ,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,стол,Acc.Sing,"Ужин готов, садитесь за стол!","Dinner is ready, sit down at the table!",_,"еда, учеба/работа, жилье"
стол,table ,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,стола,Gen.Sing,"Пора было выходить из-за стола, но у меня не было сил.",It was time to go away from the table but I didn’t have energy.,_,"еда, учеба/работа, жилье"
цена,price,N.Fem.Inan,A1,"MiP, LM, МН",1,цена,Nom.Sing,"Мне нравится это платье, но его цена слишком высокая.",I like this dress but the price is too high.,_,мера
цена,price,N.Fem.Inan,A1,"MiP, LM, МН",2,цены,Nom.Plur,Цены в нашем магазине — самые низкие в городе.,The prices in our shop are the lowest in town.,_,мера
цена,price,N.Fem.Inan,A1,"MiP, LM, МН",3,цен,Gen.Plur,Мы были в шоке от цен на новые айфоны.,We were shocked from the prices for new iPhones.,_,мера
кончать,finish,V,A1,МН,1,кончает,Sing.3.Pres/Fut,Он кончает работать в восемь вечера.,He finishes work at 8 PM.,_,"мера, время"
кончать,finish,V,A1,МН,2,кончая,Pres/Fut,На праздник пришли все: начиная от рабочего и кончая директором.,Everybody came to the celebration: from workers to director.,_,"мера, время"
кончать,finish,V,A1,МН,3,кончали,Plur.Past,"К нам никаких вопросов быть не может, мы университетов не кончали.",There can’t be any questions addressed to us — we didn’t graduate from university.,_,"мера, время"
маленький,"little, small",A,A1,"Golosa, MiP, LM, МН",1,маленький,Nom.Masc.Sing,Этот маленький мальчик — мой брат.,This little boy is my brother.,_,мера
маленький,"little, small",A,A1,"Golosa, MiP, LM, МН",2,меньше,Comp,Луна меньше Земли.,The Moon is smaller than the Earth.,_,мера
маленький,"little, small",A,A1,"Golosa, MiP, LM, МН",3,маленькая,Nom.Fem.Sing,Эта маленькая девочка — моя сестра.,This little girl is my sister.,_,мера
дверь,door,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,дверь,Acc.Sing,"Я услышал, как в дверь кто-то постучал.",I heard someone knock on the door.,_,жилье
дверь,door,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,двери,Gen.Sing,Я услышала шаги возле двери.,I heard some steps behind the door.,_,жилье
дверь,door,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,дверью,Ins.Sing,"За дверью стоял человек, но я не видел его лица.","There was someone behind the door, but I couldn’t see their face.",_,жилье
мама,"mother, mom",N.Fem.Anim,A1,"Golosa, MiP, LM, МН",1,мама,Nom.Sing,Кем работает твоя мама?,What job does your mom have?,_,люди
мама,"mother, mom",N.Fem.Anim,A1,"Golosa, MiP, LM, МН",2,мамы,Gen.Sing,Я люблю бывать у мамы на работе.,I like to visit my mom’s workplace.,_,люди
мама,"mother, mom",N.Fem.Anim,A1,"Golosa, MiP, LM, МН",3,маме,Dat.Sing,Только не рассказывайте это моей маме!,Please don’t tell that to my mom!,_,люди
центр,centre,N.Masc.Inan,A1,"MiP, LM, МН",1,центре,Loc.Sing,Давай встретимся в центре в восемь?,Let's meet in the city centre at eight o’clock?,_,путешествие
центр,centre,N.Masc.Inan,A1,"MiP, LM, МН",2,центра,Gen.Sing,Вечером так сложно выехать из центра — пробки!,It's so difficult to drive from the city centre in the evening — so much traffic!,_,путешествие
центр,centre,N.Masc.Inan,A1,"MiP, LM, МН",3,центр,Nom.Sing,Исторический центр города сохранился с XV века.,The historical centre of the city has been preserved since the 15th century.,_,путешествие
игра,game,N.Fem.Inan,A1,"Golosa, MiP, МН",1,игры,Gen.Sing,Он устал и выходит из игры.,He is tired and steps away from the game.,_,"люди, свободное время"
игра,game,N.Fem.Inan,A1,"Golosa, MiP, МН",2,игра,Nom.Sing,Что наша жизнь? Игра!,What ia our life? A game!,_,"люди, свободное время"
игра,game,N.Fem.Inan,A1,"Golosa, MiP, МН",3,игру,Acc.Sing,Кто-нибудь сыграет со мной в игру?,Will someone play this game with me?,_,"люди, свободное время"
банк,bank,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",1,банков,Gen.Plur,Во время экономического кризиса люди стали забирать свои деньги из банков.,During the economic crisis people started to take their money out of the banks.,_,учеба/работа
банк,bank,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",2,банка,Gen.Sing,Мне позвонили из банка — документы готовы!,I got a call from the bank — the documents are ready!,_,учеба/работа
банк,bank,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",3,банки,Nom.Plur,"После введения санкций, российские банки столкнулись с трудностями.","After sanctions were introduced, Russian banks faced difficulties.",_,учеба/работа
улица,street,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,улице,Loc.Sing,"На улице дождь, не забудь взять зонт.","It's raining outside, don't forget to take an umbrella.",_,"путешествие, жилье"
улица,street,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,улицу,Acc.Sing,"Я не хочу выходить на улицу, там дождь!","I don't want to go outside, it’s raining!",_,"путешествие, жилье"
улица,street,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,улицы,Gen.Sing,На другой стороне улицы наш дом.,There's our house on the other side of the street.,_,"путешествие, жилье"
статья,article,N.Fem.Inan,A1,"Golosa, MiP, МН",1,статье,Loc.Sing,"В этой статье пишут про российскую экономику, надо почитать.","They write about the Russian economy in this article, I need to read it.",_,учеба/работа
статья,article,N.Fem.Inan,A1,"Golosa, MiP, МН",2,статья,Nom.Sing,Эта статья мне не нравится.,I don't like this article.,_,учеба/работа
статья,article,N.Fem.Inan,A1,"Golosa, MiP, МН",3,статьи,Gen.Sing,"Я ничего не понял из статьи по физике. Объясни мне, пожалуйста!","I did’t understand anything from that article on physics. Could you explain it to me, please?",_,учеба/работа
окно,window,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",1,окна,Gen.Sing,Не высовывайся из окна! Упадешь!,Don't lean out the window! You can fall!,_,жилье
окно,window,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",2,окно,Acc.Sing,Я люблю смотреть в окно по вечерам.,I like to stare out the window in the evening.,_,жилье
окно,window,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",3,окном,Ins.Sing,"За окном зима, а дома тепло и уютно.","It's winter outside, but inside the house it’s warm and cozy.",_,жилье
продукт,product,N.Masc.Inan,A1,"LM, МН",1,продуктов,Gen.Plur,Я составил список продуктов на неделю.,I made a grocery list for the week.,_,"еда, магазин"
продукт,product,N.Masc.Inan,A1,"LM, МН",2,продукта,Gen.Sing,У нового продукта компании много достоинств.,The company's new product has many advantages.,_,"еда, магазин"
продукт,product,N.Masc.Inan,A1,"LM, МН",3,продукты,Nom.Plur,Мои любимые продукты — творог и сметана.,My favorite items are cottage cheese and sour cream.,_,"еда, магазин"
утро,morning,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",1,утра,Gen.Sing,Я ничего не ел с утра и сейчас очень голоден.,I haven't eaten anything since this morning and now I’m very hungry.,_,"мера, время"
утро,morning,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",2,утром,Ins.Sing,Утром я ездила в банк.,I went to the bank this morning.,_,"мера, время"
утро,morning,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",3,утро,Acc.Sing,Под утро выпал снег.,It was snowing right before the morning came.,_,"мера, время"
купить,buy,V,A1,"Golosa, MiP, LM, МН",1,купить,Inf,Не забудь купить хлеб!,Don't forget to buy bread!,_,магазин
купить,buy,V,A1,"Golosa, MiP, LM, МН",2,купил,Masc.Sing.Past,Он купил себе новую машину.,He bought a new car for himself.,_,магазин
купить,buy,V,A1,"Golosa, MiP, LM, МН",3,купила,Fem.Sing.Past,Она купила себе новую машину.,She bought a new car for herself.,_,магазин
дорога,road,N.Fem.Inan,A1,"LM, МН",1,дороги,Gen.Sing,Вдоль дороги мы видели только лес.,We saw only forest along the road.,_,путешествие
дорога,road,N.Fem.Inan,A1,"LM, МН",2,дорогу,Acc.Sing,Переходите через дорогу только по светофору!,Cross the road only when the light is green!,_,путешествие
дорога,road,N.Fem.Inan,A1,"LM, МН",3,дороге,Dat.Sing,"Лось подошел близко к дороге, и мы смогли его сфотографировать.",The moose came close to the road and we managed to take a photo of it.,_,путешествие
курить,smoke,V,A1,"MiP, МН",1,курить,Inf,Он бросил курить 10 лет назад.,He quit smoking 10 years ago.,_,"люди, здоровье"
курить,smoke,V,A1,"MiP, МН",2,курил,Masc.Sing.Past,Я раньше много курил.,I used to smoke a lot.,_,"люди, здоровье"
курить,smoke,V,A1,"MiP, МН",3,курю,Sing.1.Pres/Fut,Я не курю.,I don't smoke.,_,"люди, здоровье"
река,river,N.Fem.Inan,A1,"MiP, LM, МН",1,реки,Gen.Sing,Этот город построили вдоль реки.,This city was built along the river.,_,путешествие
река,river,N.Fem.Inan,A1,"MiP, LM, МН",2,р,Gen.Sing,_,_,_,путешествие
река,river,N.Fem.Inan,A1,"MiP, LM, МН",3,реку,Acc.Sing,Нам нужен мост через реку.,We need a bridge across the river.,_,путешествие
лежать,lie,V,A1,"Golosa, MiP, LM, МН",1,лежит,Sing.3.Pres/Fut,Где лежит мой паспорт? Я не могу его найти.,Where is my passport? I can’t find it.,_,свободное время
лежать,lie,V,A1,"Golosa, MiP, LM, МН",2,лежал,Masc.Sing.Past,"В прошлый вторник я лежал на пляже, а сегодня должен работать.",Last Tuesday I was lying on the beach and today I have to work.,_,свободное время
лежать,lie,V,A1,"Golosa, MiP, LM, МН",3,лежат,Plur.3.Pres/Fut,Книги лежат на столе.,The books are lying on the table.,_,свободное время
поэт,poet,N.Masc.Anim,A1,"MiP, LM, МН",1,поэт,Nom.Sing,Пушкин — великий русский поэт.,Pushkin is a great Russian poet.,_,"люди, учеба/работа"
поэт,poet,N.Masc.Anim,A1,"MiP, LM, МН",2,поэта,Gen.Sing,Я люблю стихи этого поэта.,I like this poet's poems.,_,"люди, учеба/работа"
поэт,poet,N.Masc.Anim,A1,"MiP, LM, МН",3,поэту,Dat.Sing,В нашем городе есть памятник поэту XX века — Владимиру Маяковскому.,In our city there is a statue of the 20th century poet Vladimir Mayakovsky.,_,"люди, учеба/работа"
отец,father,N.Masc.Anim,A1,"LM, МН",1,отец,Nom.Sing,Этот человек — ее отец.,This person is her father.,_,люди
отец,father,N.Masc.Anim,A1,"LM, МН",2,отца,Gen.Sing,40% детей в России растут без отца.,40% of children in Russia grow up without a father.,_,люди
отец,father,N.Masc.Anim,A1,"LM, МН",3,отцом,Ins.Sing,Сложно ли быть отцом?,Is it difficult to be a father?,_,люди
комната,room,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,комнату,Acc.Sing,"Пожалуйста, не заходите в мою комнату.","Please, don’t come in my room.",_,жилье
комната,room,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,комнате,Loc.Sing,В этой комнате три окна.,There are 3 windows in this room.,_,жилье
комната,room,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,комнаты,Gen.Sing,В углу комнаты стоял шкаф.,There was a table in the corner of the room.,_,жилье
любить,love,V,A1,"Golosa, MiP, LM, МН",1,люблю,Sing.1.Pres/Fut,Я люблю фильмы Вуди Аллена.,I like films by Woody Allen.,_,внутренний мир
любить,love,V,A1,"Golosa, MiP, LM, МН",2,любит,Sing.3.Pres/Fut,Вася любит Машу.,Vasya loves Masha.,_,внутренний мир
любить,love,V,A1,"Golosa, MiP, LM, МН",3,любил,Masc.Sing.Past,Ты когда-нибудь любил по-настоящему?,Have you ever truly loved somebody?,_,внутренний мир
картина,"painting, picture",N.Fem.Inan,A1,"LM, МН",1,картина,Nom.Sing,Моя любимая картина — «Подсолнухи» Ван Гога.,"My favorite painting is ""Sunflowers"" by Van Gogh.",_,"жилье, свободное время"
картина,"painting, picture",N.Fem.Inan,A1,"LM, МН",2,картину,Acc.Sing,Я хочу купить эту картину.,I want to buy this painting.,_,"жилье, свободное время"
картина,"painting, picture",N.Fem.Inan,A1,"LM, МН",3,картины,Gen.Sing,Я хочу купить раму для своей картины.,I want to buy a frame for my painting.,_,"жилье, свободное время"
жена,wife,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",1,жена,Nom.Sing,_,_,_,люди
жена,wife,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",2,женой,Ins.Sing,_,_,_,люди
жена,wife,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",3,жены,Gen.Sing,_,_,_,люди
учитель,teacher,N.Masc.Anim,A1,"Golosa, MiP, МН",1,учитель,Nom.Sing,_,_,_,"люди, учеба/работа"
учитель,teacher,N.Masc.Anim,A1,"Golosa, MiP, МН",2,учителя,Nom.Plur,_,_,_,"люди, учеба/работа"
учитель,teacher,N.Masc.Anim,A1,"Golosa, MiP, МН",3,учителей,Gen.Plur,_,_,_,"люди, учеба/работа"
мечтать,dream ,V,A1,"MiP, МН, Кс",1,мечтала,Fem.Sing.Past,_,_,_,внутренний мир
мечтать,dream ,V,A1,"MiP, МН, Кс",2,мечтал,Masc.Sing.Past,_,_,_,внутренний мир
мечтать,dream ,V,A1,"MiP, МН, Кс",3,мечтает,Sing.3.Pres/Fut,_,_,_,внутренний мир
мочь,can,V,A1,"Golosa, MiP, LM, МН",1,может,Sing.3.Pres/Fut,_,_,_,"люди, свободное время"
мочь,can,V,A1,"Golosa, MiP, LM, МН",2,могут,Plur.3.Pres/Fut,_,_,_,"люди, свободное время"
мочь,can,V,A1,"Golosa, MiP, LM, МН",3,могу,Sing.1.Pres/Fut,_,_,_,"люди, свободное время"
черный,black,A,A1,"LM, МН",1,чёрных,Gen.Plur,_,_,_,описание
черный,black,A,A1,"LM, МН",2,чёрной,Gen.Fem.Sing,_,_,_,описание
черный,black,A,A1,"LM, МН",3,чёрными,Ins.Plur,_,_,_,описание
район,district,N.Masc.Inan,A1,"MiP, LM, МН",1,района,Gen.Sing,_,_,_,"путешествие, жилье"
район,district,N.Masc.Inan,A1,"MiP, LM, МН",2,районе,Loc.Sing,_,_,_,"путешествие, жилье"
район,district,N.Masc.Inan,A1,"MiP, LM, МН",3,районах,Loc.Plur,_,_,_,"путешествие, жилье"
любовь,love,N.Fem.Inan,A1,"LM, МН",1,любовь,Nom.Sing,_,_,_,"внутренний мир, люди"
любовь,love,N.Fem.Inan,A1,"LM, МН",2,любви,Gen.Sing,_,_,_,"внутренний мир, люди"
любовь,love,N.Fem.Inan,A1,"LM, МН",3,любовью,Ins.Sing,_,_,_,"внутренний мир, люди"
называться,be called,V,A1,"MiP, LM, МН",1,называется,Sing.3.Pres/Fut,_,_,_,описание
называться,be called,V,A1,"MiP, LM, МН",2,называются,Plur.3.Pres/Fut,_,_,_,описание
называться,be called,V,A1,"MiP, LM, МН",3,называлась,Fem.Sing.Past,_,_,_,описание
театр,theatre,N.Masc.Inan,A1,"Golosa, MiP, МН",1,театре,Loc.Sing,_,_,_,свободное время
театр,theatre,N.Masc.Inan,A1,"Golosa, MiP, МН",2,театра,Gen.Sing,_,_,_,свободное время
театр,theatre,N.Masc.Inan,A1,"Golosa, MiP, МН",3,театр,Nom.Sing,_,_,_,свободное время
неделя,week,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,неделю,Acc.Sing,_,_,_,"мера, время"
неделя,week,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,недели,Gen.Sing,_,_,_,"мера, время"
неделя,week,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,неделе,Loc.Sing,_,_,_,"мера, время"
написать,_,A,A1,"Golosa, MiP, LM, МН",1,написано,Neut.Sing,_,_,_,"учеба/работа, люди"
написать,_,V,A1,"Golosa, MiP, LM, МН",2,написал,Masc.Sing.Past,_,_,_,"учеба/работа, люди, общение"
написать,_,V,A1,"Golosa, MiP, LM, МН",3,написать,Inf,_,_,_,"учеба/работа, люди, общение"
предмет,_,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,предметов,Gen.Plur,_,_,_,учеба/работа
предмет,_,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,предметы,Nom.Plur,_,_,_,учеба/работа
предмет,_,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,предмет,Acc.Sing,_,_,_,учеба/работа
сын,_,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",1,сын,Nom.Sing,_,_,_,люди
сын,_,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",2,сына,Acc.Sing,_,_,_,люди
сын,_,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",3,сыну,Dat.Sing,_,_,_,люди
литература,_,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,литературы,Gen.Sing,_,_,_,"учеба/работа, свободное время"
литература,_,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,литературе,Loc.Sing,_,_,_,"учеба/работа, свободное время"
литература,_,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,литература,Nom.Sing,_,_,_,"учеба/работа, свободное время"
магазин,_,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,магазина,Gen.Sing,_,_,_,магазин
магазин,_,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,магазинах,Loc.Plur,_,_,_,магазин
магазин,_,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,магазинов,Gen.Plur,_,_,_,магазин
настоящий,_,A,A1,"MiP, МН",1,настоящее,Inan.Acc.Neut.Sing,_,_,_,"время, описание"
настоящий,_,A,A1,"MiP, МН",2,настоящий,Nom.Masc.Sing,_,_,_,"время, описание"
настоящий,_,A,A1,"MiP, МН",3,настоящая,Nom.Fem.Sing,_,_,_,"время, описание"
смерть,_,N.Fem.Inan,A1,"Golosa, MiP, МН",1,смерти,Gen.Sing,_,_,_,"люди, время"
смерть,_,N.Fem.Inan,A1,"Golosa, MiP, МН",2,смерть,Nom.Sing,_,_,_,"люди, время"
смерть,_,N.Fem.Inan,A1,"Golosa, MiP, МН",3,смертью,Ins.Sing,_,_,_,"люди, время"
муж,_,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",1,муж,Nom.Sing,_,_,_,люди
муж,_,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",2,мужа,Gen.Sing,_,_,_,люди
муж,_,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",3,мужем,Ins.Sing,_,_,_,люди
находиться,_,V,A1,"MiP, LM, МН",1,находится,Sing.3.Pres/Fut,_,_,_,"путешествие, жилье"
находиться,_,V,A1,"MiP, LM, МН",2,находятся,Plur.3.Pres/Fut,_,_,_,"путешествие, жилье"
находиться,_,V,A1,"MiP, LM, МН",3,находился,Masc.Sing.Past,_,_,_,"путешествие, жилье"
государственный,_,A,A1,"Golosa, MiP, МН",1,государственных,Gen.Plur,_,_,_,"учеба/работа, политика"
государственный,_,A,A1,"Golosa, MiP, МН",2,государственной,Gen.Fem.Sing,_,_,_,"учеба/работа, политика"
государственный,_,A,A1,"Golosa, MiP, МН",3,государственного,Gen.Masc.Sing,_,_,_,"учеба/работа, политика"
старый,_,A,A1,"Golosa, MiP, LM, МН",1,старых,Gen.Plur,_,_,_,"люди, мера, время"
старый,_,A,A1,"Golosa, MiP, LM, МН",2,старый,Nom.Masc.Sing,_,_,_,"люди, мера, время"
старый,_,A,A1,"Golosa, MiP, LM, МН",3,старая,Nom.Fem.Sing,_,_,_,"люди, мера, время"
нравиться,_,V,A1,"Golosa, MiP, LM, МН",1,нравится,Sing.3.Pres/Fut,_,_,_,внутренний мир
нравиться,_,V,A1,"Golosa, MiP, LM, МН",2,нравятся,Plur.3.Pres/Fut,_,_,_,внутренний мир
нравиться,_,V,A1,"Golosa, MiP, LM, МН",3,нравилось,Neut.Sing.Past,_,_,_,внутренний мир
современный,_,A,A1,"MiP, МН",1,современной,Gen.Fem.Sing,_,_,_,время
современный,_,A,A1,"MiP, МН",2,современных,Gen.Plur,_,_,_,время
современный,_,A,A1,"MiP, МН",3,современная,Nom.Fem.Sing,_,_,_,время
газета,_,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,газеты,Gen.Sing,_,_,_,"свободное время, учеба/работа"
газета,_,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,газет,Gen.Plur,_,_,_,"свободное время, учеба/работа"
газета,_,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,газету,Acc.Sing,_,_,_,"свободное время, учеба/работа"
музыка,_,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,музыка,Nom.Sing,_,_,_,свободное время
музыка,_,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,музыку,Acc.Sing,_,_,_,свободное время
музыка,_,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,музыки,Gen.Sing,_,_,_,свободное время
журнал,_,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,журнала,Gen.Sing,_,_,_,"свободное время, учеба/работа"
журнал,_,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,журнал,Acc.Sing,_,_,_,"свободное время, учеба/работа"
журнал,_,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,журналов,Gen.Plur,_,_,_,"свободное время, учеба/работа"
экономика,_,N.Fem.Inan,A1,"Golosa, MiP, МН",1,экономики,Gen.Sing,_,_,_,учеба/работа
экономика,_,N.Fem.Inan,A1,"Golosa, MiP, МН",2,экономика,Nom.Sing,_,_,_,учеба/работа
экономика,_,N.Fem.Inan,A1,"Golosa, MiP, МН",3,экономике,Loc.Sing,_,_,_,учеба/работа
письмо,_,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",1,письмо,Acc.Sing,_,_,_,"учеба/работа, люди"
письмо,_,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",2,письма,Gen.Sing,_,_,_,"учеба/работа, люди"
письмо,_,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",3,письме,Loc.Sing,_,_,_,"учеба/работа, люди"
дедушка,_,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",1,дедушка,Nom.Sing,_,_,_,люди
дедушка,_,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",2,дедушкой,Ins.Sing,_,_,_,люди
дедушка,_,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",3,дедушки,Gen.Sing,_,_,_,люди
девушка,_,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",1,девушка,Nom.Sing,_,_,_,люди
девушка,_,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",2,девушки,Nom.Plur,_,_,_,люди
девушка,_,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",3,девушку,Acc.Sing,_,_,_,люди
обедать,_,V,A1,"Golosa, MiP, LM, МН",1,обедать,Inf,_,_,_,еда
обедать,_,V,A1,"Golosa, MiP, LM, МН",2,обедали,Plur.Past,_,_,_,еда
обедать,_,V,A1,"Golosa, MiP, LM, МН",3,обедал,Masc.Sing.Past,_,_,_,еда
бабушка,_,N.Fem.Anim,A1,"Golosa, MiP, LM, МН, Поехали",1,бабушка,Nom.Sing,_,_,_,люди
бабушка,_,N.Fem.Anim,A1,"Golosa, MiP, LM, МН, Поехали",2,бабушки,Gen.Sing,_,_,_,люди
бабушка,_,N.Fem.Anim,A1,"Golosa, MiP, LM, МН, Поехали",3,бабушку,Acc.Sing,_,_,_,люди
стена,_,N.Fem.Inan,A1,"Golosa, MiP, МН",1,стене,Dat.Sing,_,_,_,жилье
стена,_,N.Fem.Inan,A1,"Golosa, MiP, МН",2,стенах,Loc.Plur,_,_,_,жилье
стена,_,N.Fem.Inan,A1,"Golosa, MiP, МН",3,стену,Acc.Sing,_,_,_,жилье
опаздывать,_,V,A1,"Golosa, MiP, МН",1,опаздывая,Pres/Fut,_,_,_,"время, учеба/работа"
опаздывать,_,V,A1,"Golosa, MiP, МН",2,опаздывают,Plur.3.Pres/Fut,_,_,_,"время, учеба/работа"
опаздывать,_,V,A1,"Golosa, MiP, МН",3,опаздывал,Masc.Sing.Past,_,_,_,"время, учеба/работа"
море,_,N.Neut.Inan,A1,"MiP, МН",1,моря,Gen.Sing,_,_,_,путешествие
море,_,N.Neut.Inan,A1,"MiP, МН",2,море,Nom.Sing,_,_,_,путешествие
море,_,N.Neut.Inan,A1,"MiP, МН",3,морю,Dat.Sing,_,_,_,путешествие
брат,_,N.Masc.Anim,A1,"Golosa, MiP, LM, МН, Поехали",1,брат,Nom.Sing,_,_,_,люди
брат,_,N.Masc.Anim,A1,"Golosa, MiP, LM, МН, Поехали",2,брата,Acc.Sing,_,_,_,люди
брат,_,N.Masc.Anim,A1,"Golosa, MiP, LM, МН, Поехали",3,братья,Nom.Plur,_,_,_,люди
отдыхать,_,V,A1,"Golosa, MiP, LM, МН",1,отдыхать,Inf,_,_,_,свободное время
отдыхать,_,V,A1,"Golosa, MiP, LM, МН",2,отдыхают,Plur.3.Pres/Fut,_,_,_,свободное время
отдыхать,_,V,A1,"Golosa, MiP, LM, МН",3,отдыхали,Plur.Past,_,_,_,свободное время
плохой,_,A,A1,"Golosa, MiP, LM, МН",1,хуже,Comp,_,_,_,описание
плохой,_,A,A1,"Golosa, MiP, LM, МН",2,плохо,Neut.Sing,_,_,_,описание
плохой,_,A,A1,"Golosa, MiP, LM, МН",3,плохого,Gen.Neut.Sing,_,_,_,описание
роман,_,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,романа,Gen.Sing,_,_,_,"учеба/работа, свободное время"
роман,_,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,роман,Nom.Sing,_,_,_,"учеба/работа, свободное время"
роман,_,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,романе,Loc.Sing,_,_,_,"учеба/работа, свободное время"
петь,_,V,A1,"MiP, LM, МН",1,петь,Inf,_,_,_,"учеба/работа, свободное время"
петь,_,V,A1,"MiP, LM, МН",2,пели,Plur.Past,_,_,_,"учеба/работа, свободное время"
петь,_,V,A1,"MiP, LM, МН",3,поёт,Sing.3.Pres/Fut,_,_,_,"учеба/работа, свободное время"
писать,_,V,A1,"Golosa, MiP, LM, МН",1,писал,Masc.Sing.Past,_,_,_,"учеба/работа, люди, общение"
писать,_,V,A1,"Golosa, MiP, LM, МН",2,писать,Inf,_,_,_,"учеба/работа, люди, общение"
писать,_,V,A1,"Golosa, MiP, LM, МН",3,пишет,Sing.3.Pres/Fut,_,_,_,"учеба/работа, люди, общение"
